feature,importance
"medium_Pencil, charcoal on tracing paper",0.0008840928737263855
material_Glass,0.0008837043612904095
"medium_Screenprint, with hand additions",0.0008670318150651579
medium_Ink on ozalid,0.0008650468343986478
medium_Plaster,0.0008546480475412102
medium_Ramie,0.0008462306242193771
classification_Audio,0.0008373891217340674
classification_Video,0.0008350886205428501
"medium_Ink, paint, pencil, and colored pencil on tracing paper",0.0007837127548984331
medium_Envelope containing offset card and eight offset puzzle pieces,0.0007674362102602753
country_Italy,0.0007673111407910221
medium_Blueprint,0.000755650347938204
classification_Poster,0.0007408611927458142
material_Photograph,0.0007377292622933077
country_Switzerland,0.0007268165892844767
medium_Gelatin silver printing-out-paper print,0.0006900475587534428
"medium_Gouache, watercolor, and pencil on paper",0.000682752635882032
"medium_Pencil, colored Pencil on tracing paper",0.0006792068702226369
"medium_Envelope with offset label, containing film",0.0006715642356506931
country_Japan,0.0006679437325091455
classification_Painting,0.0006672048642148229
medium_Printed linen,0.0006592127370940574
medium_Wood box,0.0006543764231256143
medium_Colored pencil on paper,0.000650316800652921
medium_Ink on acetate,0.0006486126711934721
medium_Photographic enlargement,0.0006468004063817142
medium_Pencil and ink on acetate,0.0006284630515628084
medium_Magazine insert,0.0006139263524551922
medium_Silk gauze,0.0006125769417770692
medium_Pencil and colored pencil on note paper,0.0006104469669310274
material_Graphite,0.0006097171358740279
material_Oil,0.0006047729270988435
medium_Envelope containing plastic glove with screenprint,0.0006026439702278085
medium_Colored pencil on blueprint,0.0006024729145823382
medium_Felt-tip pen and stamped ink on paper,0.0005949008652479097
"medium_Pencil on paper (letter head - Hotel Nacional de Cuba, Havana)",0.0005831455892154655
medium_Colored pencil and ink on note paper,0.0005808097668896789
medium_Photograph,0.0005780109553423522
"medium_Watercolor, pinned fabric, and pencil on paper",0.0005775395202430408
medium_gelatin silver print,0.000577403296613661
medium_Charcoal and pencil on tracing paper,0.0005748708718264096
"medium_Stamped envelope, containing napkin with collage additions",0.0005742454301690285
medium_Pencil and charcoal on tracing paper,0.0005707961189262355
"medium_Ink, pencil, and colored pencil on paper",0.000561652476961906
medium_Pencil and red pencil on note paper,0.0005613745035210072
medium_Ink on note paper,0.0005611321407103465
classification_Periodical,0.0005416295935128756
medium_Graphite on vellum,0.00053751212949737
"medium_Watercolor, pencil, and pinned fabric on paper",0.0005351636716684776
medium_Folded offset,0.0005217724028350874
medium_1 sheet,0.000518069178946322
medium_Colored pencil on note paper,0.0005079867821738391
medium_Red pencil on note paper,0.000507035325440808
medium_Envelope containing two folded scores,0.0004955484452388427
classification_Sculpture,0.000495148716433904
"medium_Stamped envelope, containing five offset cards",0.00048606045875284335
medium_Diazotype with pencil and colored pencil,0.0004820066372450262
medium_Eight double-sided offset pages,0.00048193218400766226
medium_Charcoal on tracing paper,0.0004810166912064448
medium_Pencil on copy print,0.0004765645863422591
"medium_Storyboard, mixed media on paper",0.0004755591882702817
country_Austria,0.00047410755847004997
medium_Ink on print,0.00046643294808260534
medium_Screenprinted linen,0.0004618660546736712
medium_Diazotype,0.0004564218364446354
country_Russia,0.00045032792045061377
medium_Colored pencil and pencil on paper,0.000449535908441851
medium_Pencil on illustration board,0.0004488989290504169
medium_Offset lithograph,0.00044799853097057715
"medium_Ink, colored pencil, and pencil on tracing paper",0.00044299707475211524
medium_Graphite on tracing paper,0.00043281243299503737
medium_Salted paper print from a glass negative,0.0004275131212153936
classification_Multiple,0.00041894360345951447
medium_Collotype,0.0004185415592268129
medium_Offset card,0.00041649111550030974
medium_Soap box,0.00041618528877458987
medium_Screenprinted cotton,0.000414156850612012
medium_Watercolor and pencil on paper,0.0004128211347005924
"medium_Ink, pencil, and colored pencil on paper mounted to canvas",0.00041276031821369885
medium_Envelope containing 51 offset cards,0.0004115939580628682
medium_Graphite and colored pencil on vellum,0.0004108296128636448
medium_Concrete,0.0004100130771870745
country_Mexico,0.0004086529106239621
medium_Glass,0.0004079498358106187
medium_Pencil and pastel on paper,0.000405872781343058
medium_.1: Felt-tip pen on paper; .2: Pencil on paper; .3: Crayon on paper,0.0004058189812131971
medium_Ink on tracing,0.0004031103980546894
medium_Pencil and ink on paper,0.0003956659337641161
medium_Pencil and colored pencil on ozalid,0.00039442834831362344
country_Netherlands,0.0003874687911459318
medium_ink on tracing paper,0.00038530061638977726
medium_Spiral-bound book with 10 color instant prints (Polaroids),0.00038497881790140905
medium_DAT,0.0003789979622258732
medium_Gouache and pencil on card,0.00037864002321220063
medium_Steel,0.00037709431139582006
medium_Cassette,0.000375376175838081
classification_Notebook,0.00037498419327816314
medium_Thirteen chromogenic prints,0.00037356857092054555
medium_Pencil and charcoal on illustration board,0.0003670443773443568
medium_Series of 10 pochoirs,0.0003655199415858392
medium_Saran,0.0003625263240679907
material_Ceramic,0.0003572146302569782
medium_White porcelain,0.000356653031151111
"medium_Five diazotypes (two with ink additions), and one photocopy",0.0003565209075462899
"medium_Envelope with offset label, containing unknown object",0.00035285238549711385
"medium_Ink, colored pencil, and typewriting on graph paper",0.00034984217159416775
"medium_Solvent transfer drawing with pencil, cut-and-taped photocopy, and watercolor on acetate",0.00034886448964910446
"medium_Cellophane, rayon, and cotton",0.00034869218522617966
"medium_Plastic box with offset label, containing metal ball and three offset cards",0.00034653848160890913
"medium_Leather, vinyl, and nylon",0.0003462285383945416
"medium_Watercolor, pencil, cut-and-pinned paper with pencil, and stamped colored ink on paper",0.00034434954255927505
"medium_Cotton, rayon, jute, and wool eiderdown",0.00034378794688972187
"medium_Pen on seven sheets, one with colored pencil",0.00034368767339414954
medium_Offset lithograph with typewriting and ballpoint pen additions,0.00034267062232655525
medium_CD,0.00034241687503900817
medium_Offset lithograph on transparentized paper,0.0003391081347852992
medium_Silk-screened poster,0.0003380873993349363
medium_Pencil on paper mounted on illustration board,0.0003363352090126281
"medium_Eiderdown, wool, rayon, and lurex",0.00033623596009420953
"medium_Plastic box with offset label, containing seven rocks with ink additions",0.00033395752164990623
material_Video,0.00033267208116363007
"medium_Pencil, colored pencil, and charcoal on tracing paper",0.0003320656130500128
"medium_Offset envelope, containing seven offset cards",0.0003313063597369766
medium_Series of 25 screenprints: 1 title sheet and 24 compositions,0.0003305431705183237
medium_Pencil on tracing paper paper,0.0003299868057491278
medium_5 gelatin silver prints,0.0003283883525204329
medium_Cut-and-pasted painted and colored paper on colored paper,0.00032792636000516286
"medium_Standard-definition video (color, silent; 2:51 min.), painted 5.6-inch monitor, and metal armature",0.000327871557689232
"medium_Watercolor, pencil, and stamped colored ink on paper",0.0003276654952075725
medium_Jute and wool,0.0003271721883128637
"medium_Pencil, colored pencil, and ink on tracing paper",0.00032638126700853154
medium_Fifteen gelatin silver prints,0.0003252354505827575
medium_Pencil and ink on photostat on acetate,0.00032388600659205027
medium_Stamped envelope containing wood match,0.0003228692237004098
"medium_Plastic box with offset label, containing plaster with printed ink",0.00032281566197532114
medium_Cotton and jute,0.00032247903094060406
"medium_Cotton, rayon, raw silk and wool",0.0003220981107672759
"medium_Recto: Pencil on paper (letter head - Hotel Nacional de Cuba, Havana)",0.00032191701094752757
material_Plastic,0.00032141487109141987
"medium_Wood canvas, book, book cover, plexiglass, wire, metal bolts, lottery ticket",0.0003208113415740405
"medium_Pencil, colored pencil, watercolor on paper",0.00032052711142761125
medium_Rovanna saran microfilamant,0.00031994473673363326
"medium_Seventeen gelatin silver prints, printed 2022",0.0003195693476169887
medium_Series of 5 screenprints,0.00031884248233501254
medium_Belgian linen,0.0003173919602858456
"medium_Gouache, watercolor, pinned fabric, and pencil on paper",0.0003172278030345095
"medium_Recto: Pencil and red pencil on paper (letter head - Hotel Nacional de Cuba, Havana)",0.0003161792919060532
medium_Teak and wire,0.00031565569644846723
"medium_Artist's book, letterpress and offset printed",0.00031543138019917647
"medium_paper, pen",0.00031516166685940906
"medium_Series of 9 letterpress diptychs, 5 with lithography",0.000313345985783408
medium_Cut-and-pasted painted and colored paper on paper,0.000313038630209507
medium_Wood box with spray paint and screenprint additions,0.0003121682658951658
"medium_Carboard box with pen and collage additions, containing 53 offset cards",0.0003121567198807383
"medium_Ink, pencil, and colored pencil on acetate",0.000311544343824567
"medium_Recto: Pencil and colored pencil on paper (letter head - Hotel Nacional de Cuba, Havana)",0.0003110182363881447
"medium_Envelope with stamped ink additions, containing 72 offset cards",0.00031080748317607193
medium_Architectural print,0.000310725210223079
"medium_Plastic box with offset label, containing 95 offset cards",0.00030958657100995177
"medium_Pencil, colored pencil and ink on paper",0.0003094638084503675
medium_Pencil and carbon pencil on illustration board,0.0003088644147950871
"medium_Stamped ink on envelope, containing five offset cards",0.0003088545600595853
"medium_Performed by the artist and William Pearson at Kleinen Sommerfest/ Après John Cage, Galerie Parnass, Wuppertal, June 9, 1962 
Audio recording",0.00030841418849163844
medium_Batiste,0.00030838044800281033
"medium_Pencil, colored pencil and ink on tracing paper",0.00030621220476571094
medium_Pencil on positive Photostat,0.00030572408369887926
medium_Black ink on Apex note paper,0.00030555424325331304
medium_Painted plywood,0.0003054862974188624
medium_Portfolio of 25 digital prints (including cover),0.00030543070746319565
"medium_Dye transfer print, printed c. 1959",0.00030491444585190286
"medium_Gelatin silver print, printed by Rolf Petersen",0.00030337964369261434
medium_Three copies of double-sided offset lithograph,0.00030227234522719765
medium_Envelope containing offset cards and gummed and perforated offset stamps,0.0003013429328047163
medium_cyanotype,0.000300971516637992
medium_Cotton cretonne,0.00030063358733261534
"medium_Pencil, ink and colored pencil on ozalid",0.00030040676161095987
medium_Pencil on vellum,0.000300350636347527
"medium_Pencil, colored pencil, and ink on acetate",0.0003002583630759268
"medium_Colored crayon, pencil, and ink on hotel and doctor's stationery in artist's frame",0.0003000427379892975
medium_Paper collage on illustration board,0.00029891668798629097
"medium_Neoprene-coated aluminum shell, metal rods, and wood runners",0.0002984710662883022
medium_Series of twelve aquatints,0.000298123127399996
medium_Watercolor and cut-and-taped photocopy on acetate,0.00029803645995383127
material_Digital,0.00029761284540931964
medium_Envelope containing two cards,0.00029731654964938444
"medium_Set of two diazotypes, one offset lithograph, one photocopy, one ballpoint pen on paper, and one typewriting on paper",0.0002973154569756048
"medium_Envelope with stamped ink additions, containing five offset cards",0.0002942443634283428
"medium_Envelope with stamped ink, containing Direction label and offset name card",0.000293426955023886
"medium_Watercolor, pencil, and pinned fabric on paper with two drawings pinned to verso (both pencil on paper)",0.00029185185469877837
"medium_Three-channel video (color, sound) and eleven screens",0.0002906350709826303
medium_Red pencil on paper,0.0002894816375770917
"medium_Lurex, cellophane, and cotton chenille",0.00028919028183972743
"medium_Pencil, charcoal, yellow pencil on tracing paper",0.000289125799645625
medium_Neoprene coated shell and wood legs,0.00028897237798187537
"medium_Pencil, colored pencil, and charcoal on paper",0.0002888501098321676
"medium_Gouache, stapled fabric and feathers, pencil, and stamped colored ink on colored card",0.0002868466282677661
medium_Pencil and ink on illustration board with transfer lettering,0.00028596004158451354
"medium_One-sheet poster, U.S.A.",0.00028564091938285276
"medium_Plastic, leather, felt, and metal",0.0002854416579771395
medium_Ink and photographic collage on illustration board,0.0002850434631132135
medium_Colored pencil and ink on tracing paper,0.0002849848263296827
medium_Cotton and chenille,0.0002847342298113739
"medium_Four-channel video (color, sound), four LCD monitors and surrounding sound",0.00028444788612037874
medium_Vitreosil (milk glass),0.0002844352314311535
"medium_Mechanical music box built into case, with offset label",0.0002834678374854085
medium_Book of cut-and-folded etching and drypoint,0.0002834505856384713
medium_Pencil and yellow pencil on note paper,0.00028341860283847474
medium_Black ink over pencil on illustration board,0.0002832860031780389
medium_Envelope containing 8 envelopes and offset label,0.0002825397431454032
"medium_Envelope with offset label, containing crumpled film",0.00028246894499721917
medium_Sheer casement of natural bleached and dark gray linen,0.00028201468050290926
medium_Envelope containing seven envelopes,0.0002804957605137815
medium_Portfolio of twenty-one woodcuts (including cover),0.0002803593197455636
medium_4 gelatin silver prints,0.0002800100231813674
medium_Ink and photo collage with glass on illustration board,0.00027985515589795955
"medium_.1: Pencil on paper
.2: Synthetic polymer paint, oil, crayon, and pencil on printed paper on paperboard",0.00027981331101502164
medium_Pen and ink on tracing paper,0.00027922427146455836
medium_Serigraph,0.00027901948105159025
medium_Airbrushed photo-collage,0.0002786382824315704
"medium_Two digital videos (color, silent; 0:04 min. and 0:06 min.), two LCD monitors, and two metal armatures",0.0002785388001955023
medium_Red pencil on Apex note paper,0.00027837323755593396
medium_Pencil on copy paper,0.00027703005137380896
medium_Waxy silk,0.0002764989434817827
medium_Ink on drafting cloth,0.00027485183914300785
"medium_Envelope with stamped ink and offset label, containing Direction card and 1 offset name card",0.00027445173757880315
medium_paper,0.0002742175239821353
medium_Cotton and rayon,0.00027407731112066597
medium_Orange pencil on note paper,0.00027357675933187677
medium_Envelope containing 52 offset cards,0.0002734502156061936
"medium_Graphite, ink and colored pencil on vellum",0.000273346684585365
medium_Vinyl record,0.00027215093039494254
medium_Wood box with silkscreen and metal addition,0.0002718307039939995
"medium_Gouache, stapled fabric, and pencil on colored card",0.0002717448382636913
medium_Pencil on ozalid,0.0002713001435347887
"medium_Plastic box with two offset labels, containing offset card, ball, rubber object, rubber stamp, stone, and three die",0.00027119794177024055
medium_Pencil and red pencil on gridded paper bound as notebook,0.00027087461709512483
medium_Etching,0.00027032174327483113
medium_Plastic coated slotted cards,0.0002695849758969854
medium_Ink over pencil on illustration board,0.0002692108261444209
medium_black marker (faded) on paper,0.00026844697748754385
"medium_Envelope with typewriting and stamped ink additions, containing four cards with ink and stamped ink additions, one with collage",0.00026824497685489147
medium_Pencil and colored pencil on acetate mounted on illustration board,0.00026795369593419295
medium_Pencil on acetate with printed title block and border,0.0002678739002721216
medium_Black ink over pencil on illustration board with letraset on attached paper label,0.00026756358392402004
"medium_Envelope with stamped ink, containing Direction label and 1 offset name card",0.0002666523781592952
medium_Portfolio of 24 Photogravures,0.00026647610953127237
"medium_Pencil, yellow pencil on Apex note paper",0.00026546888089985007
"medium_Colored pencil, graphite, and cut-and-pasted printed paper on paper",0.0002654631978000386
"medium_MR5411*
",0.0002646209636450887
"medium_Envelope containing 8 envelopes, offset sheet and offset label",0.0002644103102290623
medium_Pencil on transluscent paper,0.000264384405042725
medium_Terracotta,0.0002637827616070159
"medium_Ink, cut-and-pasted reproductions, veneer, and cardboard on illustration board",0.0002636568404496154
medium_Pencil on acetate with foil,0.00026313992885961457
"medium_Pencil, colored pencil, and ink on transparent paper",0.0002605461493086835
medium_Neoprene coated aluminum shell and metal rod,0.0002604129055048475
"medium_Plastic box with offset label, containing blank film loop",0.00025952131443832187
medium_Glass and metal,0.0002593469573599637
"medium_Pencil, ink stamp on note paper",0.0002592866783216566
"medium_Envelope with stamped ink, containing Direction label and Maciunas name card",0.00025876527647379627
medium_Plastic box with offset label containing objects of various media,0.0002580873247906342
medium_Wool,0.0002575048983997858
"medium_Brown, red, yellow, and green pencil on graph paper",0.0002574155888776602
medium_reel to reel,0.0002558460190659879
material_Metal,0.00025551221083008847
classification_Installation,0.0002543354219569132
medium_Graphite and paint on vellum,0.0002533676727118556
"medium_Aluminum, steel, and plastic",0.00025324099031391286
medium_Folded offset lithograph,0.0002529670032750516
medium_Ink on linen,0.00025293608400797754
"medium_Gouache, stapled and pinned fabric, and pencil on colored card",0.00025291210347811507
medium_VHS,0.0002513004149530751
"medium_Cotton, fiberglass, and wool",0.0002507331997815329
medium_Gouache and pencil on colored card,0.00025041813332570863
medium_Envelope containing plastic glove with screenprint on paper and glued and folded paper,0.0002502207331932861
"medium_Metal cigar box, offset on card stock",0.00025019709337451387
medium_Pocket containing offset card and ink on paper,0.0002491861307395677
medium_Portfolio of ten lithographs,0.0002488594460211714
"medium_resin, cardboard",0.0002488531119700716
medium_Charcoal and pencil on paper,0.0002479309300506681
"medium_Colored paper, veneer, ink and photo collage on illustration board",0.0002478636772395987
"medium_Plastic box with offset label, containing twenty-four offset cards and twenty-four rocks",0.00024739996846935157
"medium_16mm film (black and white, silent)",0.0002471405665672119
"medium_Artist's book with carbon copy text, ink, and gelatin silver prints",0.0002466558121824273
"medium_Multiple of glass vials, perfume, honey, offsets and box",0.0002461492220206703
medium_Envelope,0.00024607412693692504
"medium_Linen, cotton, and rayon",0.0002456055517623931
"medium_35mm film transferred to video (color, silent; 9:44 min.), LCD monitor, oak wood frame",0.0002454125488265878
medium_Metal box containing cut-and-pasted paper puzzle,0.00024532251939998696
"medium_resin, paint",0.00024522500663983664
medium_Steel and lacquered plywood,0.00024463285293988273
medium_One from a series of six lithographs,0.00024430758998292046
medium_Envelope containing two folded offset scrolls,0.00024421258430221203
medium_Jute,0.0002441705986876306
"medium_Cotton, silk, lurex, and metallic foil",0.000243936544826123
medium_Wood box with offset label and rubber opening,0.00024388531697330223
medium_Pen and black ink on vellum,0.0002438013167396713
medium_Colored pencil on tissue paper,0.0002433655369860665
"medium_Plastic box with two offset labels, containing 24 offset cards",0.00024269862970215559
medium_Crayon on tracing paper,0.00024231893743490652
medium_Pencil and yellow pencil on tracing paper,0.00024182412618348005
"medium_Illustrated book with twenty-seven bound-in lithographs, offset printed, six bound-in digital prints, five loose lithographs, offset printed and two loose digital prints",0.0002409731133097083
medium_Journal,0.00023922653396360002
medium_Penciland colored pencil on tracing paper,0.00023833332318801763
"medium_Pencil, yellow pencil on tracing paper",0.00023520664518152158
medium_Pencil and colored pencil paper,0.00023460595660411806
medium_Enameled metal with brushed nickel stem,0.00023441202794695292
"medium_Graphite, ink, paint, colored pencil, and tape on 2 sheets of vellum",0.00023347368660781498
"medium_Half-sheet poster, U.S.A.",0.0002331864413711646
"medium_Plastic box with offset label, containing thirteen offset cards",0.00023285780734062195
"medium_Photo-laminated tabletop on wood with metal pedestal
",0.00023230158290793172
medium_Pencil on acetate with adhesive lettering,0.00023110267297630173
medium_Black ink on note paper,0.0002310619366718628
"medium_Pencil, yellow pencil on paper",0.0002308978681727356
"medium_Illustrated book with fifteen lithographs, eight woodcuts, eight reproductions and one lithographed cover",0.00023044425556395005
medium_Pencil on photograph,0.00022755477283506023
medium_Magazine,0.0002271275780079213
medium_Collage (CONFIRM),0.00022702435405273793
medium_Ink on cloth,0.00022700244941398603
medium_TC1630 resin,0.0002255603466986108
medium_Wood box with ink (confirm),0.00022481469286581064
medium_Printed cotton,0.00022389081925894047
medium_Pencil and charcoal on paper,0.00022376298311247735
medium_Silk and viscose,0.000222576088040635
"medium_Pencil, colored pencil, and gold ink on tracing paper",0.0002214324049499108
medium_Two volume illustrated book,0.00022075759745881381
medium_Empty sleeve,0.0002193070373131356
medium_orange spiral bound sketch book. pen/marker/pastels on paper.,0.00021854273565981674
medium_Black ink and wash on drafting cloth,0.00021757940094865004
medium_Offset on paper,0.00021683453215728385
"medium_Plastic box with offset label, containing three offset cards on board, one blank card, and three rubber objects",0.00021587450963639926
"medium_Watercolor, pencil, and clipped fabric on paper",0.00021557885166884042
medium_Envelope containing two folded offset scores,0.0002147302198525692
medium_Gouache on paper,0.00021464603126201026
medium_Collage: gelatin silver print and pencil on illustration board,0.00021215399064755086
medium_Oil on canvas,0.00021202317397437986
medium_photo reproduction of hand-colored postcard,0.00021196609600291431
medium_Gouache on paper mounted on board,0.0002118680002063571
"medium_Standard-definition video (color, silent; 2:07 min.), 5.6-inch monitor, and metal armature",0.00021036167377542483
"medium_Diazotype with pencil, colored pencil and chalk",0.00020998229121651753
medium_Gelatin silver prints,0.00020877563967799234
medium_Concrete or plaster,0.0002085800543904149
medium_Printed page,0.0002084975851556507
"medium_Eight videos (black and white and color, sound)",0.00020788447776062634
medium_Thirty-four folded paper boxes with wood lid and offset label,0.00020752572699425135
medium_Plaster and painted wood,0.000207428623554846
medium_Letterpress on gummed and perforated paper,0.00020700228298648564
medium_Envelope containing folded paper boat,0.00020635151341424275
medium_Painted ceramic tiles,0.00020526152836715378
"medium_litograph, handcolored postcard",0.00020497623854011436
medium_Watercolor,0.0002047854371511552
medium_Graphite and colored pencil on paper,0.00020362978350915684
medium_Pencil and colored pencil on paper mounted to paper,0.000203162080214347
medium_Molded plywood,0.00020222984417713323
medium_Borosilicate glass,0.00020058907065817773
medium_Graphite and red pencil on vellum,0.00019927742686539694
medium_two bricks mounted on paper,0.0001991839740665736
medium_Aluminum alloy,0.00019894650656985486
"medium_Pencil, colored pencil on paper",0.00019865517608988334
"medium_lithograph, hand-colored postcard.",0.00019823372743335753
"medium_Pencil, watercolor, black & grey ink, and paper labels on illustration board",0.00019788286863253043
"medium_269 photographs, mostly gelatin silver prints",0.0001960392699529533
medium_Video (black and white),0.00019600216416661747
medium_Graphite on ozalid,0.00019515821743283637
medium_pink spiral bound 5 subject lined notebook. pen and pencil on paper.,0.00019515284879627315
medium_Colored pencil on print,0.00019416393356216365
medium_Ink on blueprint,0.00019394923965636526
medium_Diazotype with pencil,0.00019346034680330592
medium_Tempera on poster board,0.00019243948743639285
"medium_steel, wire, resin",0.0001923459204799908
medium_Wallpaper for the journal nest,0.00019182535075445802
medium_Ink and pencil on paper,0.00019155124629883306
medium_Glass bottle with plastic dropper and offset label,0.00019098921461638388
medium_Pencil on tracing,0.00019059374824694135
medium_Photocopy,0.00018927574814048363
"medium_Ink, pencil, and colored pencil on drafting cloth",0.00018915732934878643
medium_Diazotype with watercolor and pencil,0.00018763743739312315
medium_Oil on wood,0.00018669427030523262
medium_Trap with paint tube,0.0001858905832893042
medium_U.S. one-sheet,0.00018576211870517567
medium_Painted encyclopedia with acrylic additions,0.00018398066406624151
"medium_Acrylic, brass-plated steel hardware, and cord",0.00018287848933816578
country_China,0.00018281825259834942
medium_Cotton and metallic foil,0.0001826874451727516
medium_Hand-woven wool,0.0001821544166412024
"medium_Gouache, metallic gouache, and pencil on card",0.00018213905040659483
"medium_Pencil, charcoal and collage on illustration board",0.00018196916551124653
medium_Double-side offset,0.00018174123372331083
medium_Pastel and pencil on tracing paper,0.00018072054886027683
medium_Colored pastel and pencil on paper,0.00018029552817045704
"medium_Pencil, red Pencil on tracing paper",0.00018025463493858437
"medium_Digital animation (color, sound)",0.0001792124435896363
medium_Graphite and yellow pencil on Apex notepaper,0.0001791609526629866
medium_Pencil and colored ink on tracing paper,0.00017859370126754043
medium_Periodical with reproduction on cover,0.00017836467887501268
"medium_aluminium wire, resin, paint, 3D printed resin, silicone",0.00017728512422972924
"medium_Gouache, pencil, and metallic gouache on card",0.00017717687182463982
medium_Lithograph from an illustrated book with sixty-two lithographs and reproductions,0.00017514070824821984
medium_Monoprint,0.0001740849669242899
medium_Lightbox reproduction,0.00017326101936006937
"medium_16mm, silent, 3.475 minutes",0.0001731974528257708
"medium_Linen, cotton, and Lurex",0.00017252312636998276
medium_Book,0.00017101536831157815
medium_Painted wood,0.0001708711753436973
material_Acrylic,0.0001707870563615791
"medium_Poster, gouache-litho",0.0001701898760786021
"medium_Wool, chenille, silk, cotton, and metal foil laminate",0.0001682917531607599
medium_Page from a spiral-bound sketchbook with pencil on paper,0.00016801523393225655
medium_Pencil on gelatin silver print,0.00016561777546588441
medium_Blue ink on Apex note paper,0.00016508646252487975
medium_Photostat on acetate,0.000164401961825837
medium_Vandyke print with pencil,0.00016375512033516476
"medium_Pencil, colored pencil and ink on print",0.00016183135164002542
"medium_black datebook. pen, pencil and marker on paper.",0.0001603565878823888
medium_Pencil and wash on tracing paper,0.00016005960476736552
"medium_Photomontage with marbelized paper, wood veneer",0.00015881078332769425
"medium_Pencil, colored pencil on print",0.00015817138492465124
medium_chromogenic print,0.0001551677672268272
medium_Artist's book,0.0001538734828496761
medium_Pencil and colored pencil on drafting cloth,0.0001525676145481518
medium_Pencil and watercolor on print,0.0001525441873166901
medium_Woodcut,0.00015137106363974048
